Product_Code,Product_Name,Category,Cost_Price,Selling_Price
SKU-14343,Giga Heavy Duty Charger - Black,Electronic accessories,33.04,42.8
SKU-14344,Cozy Wooden Picture Frame - White,Home and lifestyle,68.6,104.68
SKU-14345,Glow Vitamin C Lip Balm - 100ml,Health and beauty,5.45,8.44
SKU-14346,HomeStyle Cotton Cushion - White,Home and lifestyle,20.45,30.76
SKU-14347,Retro Canvas Wallet - Gold,Fashion accessories,25.13,34.93
SKU-14348,Nova Heavy Duty Adapter - Black,Electronic accessories,138.77,197.91
SKU-14349,Aura Oil-Free Lip Balm - 50ml,Health and beauty,16.09,22.31
SKU-14350,Luxe Silk Scarf - Brown,Fashion accessories,12.55,17.39
SKU-14351,Golden Crunchy Cereal - 250g,Food and beverages,12.1,14.4
SKU-14352,Elite Denim Tie - Black,Fashion accessories,7.57,10.34
SKU-14353,TechPro Portable Cable - White,Electronic accessories,72.67,108.04
SKU-14354,Velocity Ergonomic Water Bottle - Red,Sports and travel,8.76,13.09
SKU-14355,Vital Natural Conditioner - 200ml,Health and beauty,26.4,33.69
SKU-14356,Daily Salted Coffee Beans - 1Kg,Food and beverages,14.84,17.93
SKU-14357,Trendy Silk Belt - Rose Gold,Fashion accessories,77.39,101.9
SKU-14358,Classic Canvas Wallet - Brown,Fashion accessories,23.57,31.47
SKU-14359,Classic Cotton Wall Clock - Oak,Home and lifestyle,5.57,8.24
SKU-14360,Zen Wooden Picture Frame - Beige,Home and lifestyle,78.3,103.46
SKU-14361,Cozy Glass Vase - Black,Home and lifestyle,5.43,6.97
SKU-14362,Pure Organic Perfume - 100ml,Health and beauty,50.85,73.06
SKU-14363,Aura Hydrating Body Wash - 150g (V59),Health and beauty,77.91,101.02
SKU-14364,Aura Anti-Aging Shampoo - 150g (V91),Health and beauty,54.44,69.98
SKU-14365,Retro Cotton Handbag - Gold,Fashion accessories,75.7,101.98
SKU-14366,Ultra Wireless Mouse - Blue (V69),Electronic accessories,58.91,82.93
SKU-14367,Modern Ceramic Candle - Beige,Home and lifestyle,17.98,26.82
SKU-14368,Summit Lightweight Yoga Mat - Red,Sports and travel,33.18,43.36
SKU-14369,Classic Denim Scarf - Rose Gold,Fashion accessories,29.49,46.4
SKU-14370,Giga Heavy Duty Mouse - Silver,Electronic accessories,91.24,114.98
SKU-14371,Golden Crunchy Chocolate - 250g,Food and beverages,8.66,10.8
SKU-14372,Urban Denim Watch - Navy (V33),Fashion accessories,54.76,71.76
SKU-14373,Cozy Glass Cushion - Grey (V43),Home and lifestyle,54.44,70.19
SKU-14374,Premium Sweet Green Tea - 1L (V39),Food and beverages,11.81,14.37
SKU-14375,Eco Fast-Charging Adapter - Silver,Electronic accessories,15.64,21.92
SKU-14376,Derma Vitamin C Face Cream - Travel Size,Health and beauty,68.71,105.58
SKU-14377,Velocity Breathable Gym Bag - Grey,Sports and travel,6.64,10.08
SKU-14378,Radiant Oil-Free Body Wash - 200ml,Health and beauty,38.17,58.27
SKU-14379,ProFit Breathable Jump Rope - Neon Green,Sports and travel,18.99,23.84
SKU-14380,Classic Denim Wallet - Black,Fashion accessories,67.33,86.93
SKU-14381,Ultra Portable Webcam - Silver,Electronic accessories,120.14,175.99
SKU-14382,Velocity Breathable Water Bottle - Neon Green,Sports and travel,62.08,87.57
SKU-14383,Tasty Gluten-Free Cookies - 1Kg,Food and beverages,12.27,14.7
SKU-14384,Vital Soothing Shampoo - Pack of 2,Health and beauty,58.61,79.29
SKU-14385,Classic Leather Scarf - Silver,Fashion accessories,63.14,92.58
SKU-14386,Summit Waterproof Water Bottle - Neon Green (V78),Sports and travel,74.64,95.14
SKU-14387,Peak Heavy-Duty Travel Pillow - Neon Green,Sports and travel,46.37,59.19
SKU-14388,Premium Crunchy Olive Oil - Pack of 6,Food and beverages,12.44,15.31
SKU-14389,Pure Roasted Cookies - 1Kg,Food and beverages,7.72,9.31
SKU-14390,Glow Organic Body Wash - 100ml,Health and beauty,41.48,56.23
SKU-14391,Glow Hydrating Body Lotion - Travel Size,Health and beauty,69.1,109.1
SKU-14392,Ultra Heavy Duty Charger - Blue (V97),Electronic accessories,86.91,112.02
SKU-14393,Urban Polarized Sunglasses - Navy,Fashion accessories,46.3,73.05
SKU-14394,ProFit Waterproof Dumbbells - Grey (V35),Sports and travel,28.48,36.65
SKU-14395,Trek Lightweight Sleeping Bag - Black,Sports and travel,53.98,69.38
SKU-14396,Nature's Roasted Pasta - 500ml,Food and beverages,15.64,20.26
SKU-14397,Elite Denim Wallet - Rose Gold (V17),Fashion accessories,27.83,40.03
SKU-14398,Active Ergonomic Water Bottle - Black,Sports and travel,6.53,9.84
SKU-14399,Smart Mini Mouse - White,Electronic accessories,126.1,162.1
SKU-14400,Motion Heavy-Duty Gym Bag - Orange,Sports and travel,31.69,45.93
SKU-14401,Golden Spicy Olive Oil - 250g (V94),Food and beverages,2.54,3.1
SKU-14402,Premium Crunchy Cereal - Pack of 6,Food and beverages,18.61,23.56
SKU-14403,Organic Roasted Cereal - 500g,Food and beverages,1.3,1.65
SKU-14404,Ultra Heavy Duty Mouse - Black,Electronic accessories,32.7,39.28
SKU-14405,HomeStyle Ceramic Vase - Beige,Home and lifestyle,8.91,12.27
SKU-14406,Classic Polarized Watch - Gold,Fashion accessories,70.33,111.55
SKU-14407,Vital Natural Body Lotion - 150g (V14),Health and beauty,33.25,48.53
SKU-14408,Chic Vintage Backpack - Rose Gold (V96),Fashion accessories,66.67,88.82
SKU-14409,Trek Compact Backpack - Orange,Sports and travel,10.67,15.99
SKU-14410,Pure Sweet Pasta - 500ml,Food and beverages,14.18,17.17
SKU-14411,Urban Denim Backpack - Navy (V27),Fashion accessories,43.65,69.74
SKU-14412,FarmFresh Sweet Coffee Beans - 500ml,Food and beverages,8.69,10.88
SKU-14413,Golden Vegan Coffee Beans - 1Kg,Food and beverages,17.55,21.65
SKU-14414,Zen Glass Picture Frame - Black (V15),Home and lifestyle,18.69,25.8
SKU-14415,Elite Silk Handbag - Rose Gold,Fashion accessories,54.24,77.97
SKU-14416,Zen Minimalist Wall Clock - Oak,Home and lifestyle,42.55,63.79
SKU-14417,Active Waterproof Backpack - Orange,Sports and travel,14.31,20.58
SKU-14418,Derma Soothing Lip Balm - 50ml,Health and beauty,50.54,68.74
SKU-14419,Clear Natural Deodorant - 200ml (V45),Health and beauty,59.49,93.04
SKU-14420,Nature's Roasted Olive Oil - 1Kg,Food and beverages,9.3,11.77
SKU-14421,Golden Gluten-Free Chocolate - 250g (V50),Food and beverages,5.35,6.21
SKU-14422,Urban Leather Tie - Black,Fashion accessories,39.83,52.5
SKU-14423,Zen Glass Picture Frame - Black (V27),Home and lifestyle,38.42,56.05
SKU-14424,Cozy Minimalist Cushion - White,Home and lifestyle,47.26,64.1
SKU-14425,Premium Vegan Coffee Beans - 500g (V75),Food and beverages,6.17,7.2
SKU-14426,Clear Soothing Body Wash - 50ml,Health and beauty,68.77,87.56
SKU-14427,Organic Salted Cookies - 1Kg,Food and beverages,5.07,5.89
SKU-14428,Cozy Ceramic Vase - Oak,Home and lifestyle,52.2,76.78
SKU-14429,Cozy Minimalist Coffee Mug - Beige (V77),Home and lifestyle,74.5,117.09
SKU-14430,Velocity Heavy-Duty Sleeping Bag - Black,Sports and travel,14.54,20.01
SKU-14431,Chic Cotton Backpack - Silver,Fashion accessories,55.48,82.28
SKU-14432,Organic Salted Pasta - 250g,Food and beverages,7.95,10.3
SKU-14433,Trek Waterproof Tent - Orange (V65),Sports and travel,26.29,37.01
SKU-14434,Nature's Vegan Cereal - Pack of 6,Food and beverages,4.46,5.71
SKU-14435,HomeStyle Minimalist Cushion - Clear,Home and lifestyle,42.78,68.05
SKU-14436,Pure Anti-Aging Body Wash - 50ml,Health and beauty,47.59,61.2
SKU-14437,Luxe Leather Sunglasses - Navy,Fashion accessories,78.49,100.4
SKU-14438,Velocity Waterproof Resistance Bands - Orange,Sports and travel,79.79,100.7
SKU-14439,Elite Denim Handbag - Black,Fashion accessories,75.39,106.44
SKU-14440,Pure Vegan Coffee Beans - 1Kg,Food and beverages,11.55,14.62
SKU-14441,Trendy Silk Belt - Navy,Fashion accessories,74.32,93.57
SKU-14442,Eco Fast-Charging Adapter - White,Electronic accessories,36.36,48.32
SKU-14443,FarmFresh Roasted Cereal - 250g,Food and beverages,10.48,12.21
SKU-14444,Organic Roasted Green Tea - 500ml (V9),Food and beverages,17.7,21.97
SKU-14445,Glow Anti-Aging Shampoo - 100ml,Health and beauty,61.97,83.43
SKU-14446,Premium Vegan Coffee Beans - 1Kg,Food and beverages,19.51,23.34
SKU-14447,Premium Sweet Chocolate - 1Kg,Food and beverages,5.89,7.55
SKU-14448,Active Breathable Travel Pillow - Black,Sports and travel,65.85,85.08
SKU-14449,Nature's Spicy Olive Oil - 500g,Food and beverages,15.1,19.05
SKU-14450,Nova Heavy Duty Keyboard - Silver,Electronic accessories,82.05,121.1
SKU-14451,Trek Heavy-Duty Water Bottle - Blue (V50),Sports and travel,22.79,31.9
SKU-14452,Velocity Durable Gym Bag - Neon Green (V78),Sports and travel,26.98,35.07
SKU-14453,Motion Lightweight Sleeping Bag - Orange,Sports and travel,40.85,52.34
SKU-14454,Cyber Portable Power Bank - Grey,Electronic accessories,110.32,163.95
SKU-14455,Classic Vintage Tie - Rose Gold (V12),Fashion accessories,56.94,75.85
SKU-14456,Pure Oil-Free Body Wash - Pack of 2 (V42),Health and beauty,25.59,37.01
SKU-14457,Cyber Bluetooth Power Bank - White,Electronic accessories,98.3,122.85
SKU-14458,Active Waterproof Travel Pillow - Neon Green,Sports and travel,42.24,56.49
SKU-14459,Cozy Stainless Steel Table Lamp - Beige,Home and lifestyle,64.98,89.09
SKU-14460,Pulse Mini Earbuds - Blue,Electronic accessories,122.34,182.12
SKU-14461,Classic Silk Belt - Gold,Fashion accessories,70.85,106.83
SKU-14462,Retro Denim Wallet - Rose Gold,Fashion accessories,15.93,21.8
SKU-14463,LuxeHome Rustic Picture Frame - Black,Home and lifestyle,8.37,10.78
SKU-14464,Tasty Gluten-Free Cookies - 1L (V69),Food and beverages,9.59,11.32
SKU-14465,Aura Soothing Body Lotion - 50ml (V17),Health and beauty,63.77,94.36
SKU-14466,LuxeHome Glass Storage Box - Black,Home and lifestyle,28.85,44.26
SKU-14467,EcoLiving Cotton Storage Box - Grey (V39),Home and lifestyle,23.64,35.36
SKU-14468,HomeStyle Minimalist Table Lamp - Beige,Home and lifestyle,79.8,111.56
SKU-14469,Trendy Denim Wallet - Black,Fashion accessories,64.45,95.82
SKU-14470,Glow Organic Deodorant - Pack of 2,Health and beauty,56.45,71.2
SKU-14471,Motion Ergonomic Travel Pillow - Red,Sports and travel,9.72,13.96
SKU-14472,Clear Vitamin C Body Wash - Travel Size (V78),Health and beauty,48.36,69.96
SKU-14473,Active Breathable Sleeping Bag - Neon Green,Sports and travel,66.18,82.79
SKU-14474,Clear Organic Body Lotion - 50ml,Health and beauty,77.88,123.53
SKU-14475,Retro Cotton Sunglasses - Navy,Fashion accessories,50.89,79.57
SKU-14476,TechPro Slim Cable - Red,Electronic accessories,121.63,174.8
SKU-14477,Urban Cotton Bed Sheets - Beige,Home and lifestyle,69.14,92.77
SKU-14478,Cozy Wooden Vase - White,Home and lifestyle,20.67,30.96
SKU-14479,Velocity Ergonomic Water Bottle - Black,Sports and travel,7.25,11.29
SKU-14480,Vogue Vintage Wallet - Gold,Fashion accessories,64.69,89.68
SKU-14481,Cyber Portable Webcam - Black,Electronic accessories,75.0,104.8
SKU-14482,Organic Spicy Juice - 500ml,Food and beverages,15.25,18.74
SKU-14483,Derma Organic Conditioner - 100ml (V31),Health and beauty,24.5,34.96
SKU-14484,Golden Salted Juice - 1Kg,Food and beverages,10.65,13.67
SKU-14485,Essence Oil-Free Deodorant - 200ml,Health and beauty,25.56,33.87
SKU-14486,FarmFresh Spicy Juice - Pack of 6,Food and beverages,3.27,4.09
SKU-14487,Clear Vitamin C Lip Balm - Pack of 2,Health and beauty,17.14,25.07
SKU-14488,Daily Vegan Juice - 1Kg,Food and beverages,4.06,5.04
SKU-14489,Golden Gluten-Free Olive Oil - 500ml,Food and beverages,10.67,12.52
SKU-14490,Urban Leather Belt - Rose Gold,Fashion accessories,40.27,63.8
SKU-14491,Cozy Wooden Coffee Mug - Beige,Home and lifestyle,65.05,87.8
SKU-14492,Clear Natural Shampoo - 50ml,Health and beauty,12.8,17.15
SKU-14493,Luxe Canvas Watch - Brown,Fashion accessories,68.71,87.47
SKU-14494,Luxe Canvas Hat - Gold,Fashion accessories,25.22,36.53
SKU-14495,Retro Denim Hat - Silver,Fashion accessories,23.87,36.18
SKU-14496,Smart Fast-Charging Mouse - Red,Electronic accessories,45.87,55.13
SKU-14497,Motion Breathable Gym Bag - Red,Sports and travel,50.2,69.53
SKU-14498,Cyber Bluetooth Speaker - Black,Electronic accessories,122.03,166.42
SKU-14499,Urban Ceramic Cushion - Oak (V81),Home and lifestyle,16.62,20.96
SKU-14500,Cyber Wireless Cable - Black,Electronic accessories,110.28,156.47
SKU-14501,Motion Breathable Backpack - Blue (V71),Sports and travel,38.73,48.88
SKU-14502,Eco Slim Headphones - Blue,Electronic accessories,49.77,66.48
SKU-14503,Urban Rustic Towel Set - Beige,Home and lifestyle,35.28,48.29
SKU-14504,Essence Anti-Aging Face Cream - 50ml (V50),Health and beauty,10.17,14.45
SKU-14505,HomeStyle Glass Cushion - Beige,Home and lifestyle,72.56,96.95
SKU-14506,Pure Spicy Green Tea - 250g,Food and beverages,4.27,5.33
SKU-14507,HomeStyle Minimalist Cushion - Beige,Home and lifestyle,29.97,43.48
SKU-14508,Peak Lightweight Jump Rope - Grey,Sports and travel,42.13,57.87
SKU-14509,Retro Canvas Hat - Rose Gold (V58),Fashion accessories,75.58,120.02
SKU-14510,Eco Wireless Charger - White,Electronic accessories,111.92,139.33
SKU-14511,Zen Stainless Steel Bed Sheets - Black,Home and lifestyle,58.8,73.83
SKU-14512,Chic Leather Sunglasses - Brown (V17),Fashion accessories,20.87,29.26
SKU-14513,Trek Compact Travel Pillow - Blue (V10),Sports and travel,71.83,101.93
SKU-14514,Smart Mini Webcam - Black,Electronic accessories,28.17,41.78
SKU-14515,Pulse Slim Earbuds - Grey,Electronic accessories,51.61,74.96
SKU-14516,Velocity Compact Sleeping Bag - Neon Green,Sports and travel,33.81,49.09
SKU-14517,Daily Crunchy Cookies - 500g,Food and beverages,16.0,18.68
SKU-14518,Peak Compact Resistance Bands - Black,Sports and travel,55.17,73.2
SKU-14519,Pulse Wireless Keyboard - White,Electronic accessories,46.37,61.5
SKU-14520,Chic Denim Watch - Brown,Fashion accessories,61.11,86.64
SKU-14521,Pure Salted Pasta - 250g (V25),Food and beverages,7.58,8.84
SKU-14522,Pure Anti-Aging Shampoo - 150g,Health and beauty,61.51,77.62
SKU-14523,Zen Minimalist Bed Sheets - White,Home and lifestyle,49.35,72.13
SKU-14524,Golden Vegan Olive Oil - Pack of 6,Food and beverages,4.69,5.8
SKU-14525,FarmFresh Sweet Olive Oil - 250g,Food and beverages,15.25,19.28
SKU-14526,Urban Silk Wallet - Navy,Fashion accessories,20.73,28.05
SKU-14527,Classic Rustic Table Lamp - White,Home and lifestyle,66.19,86.57
SKU-14528,Pure Organic Body Wash - 150g,Health and beauty,49.91,76.35
SKU-14529,Zen Rustic Vase - White,Home and lifestyle,48.98,72.25
SKU-14530,Premium Gluten-Free Cookies - 1Kg (V48),Food and beverages,11.82,13.84
SKU-14531,Classic Cotton Wall Clock - Oak (V20),Home and lifestyle,42.11,58.27
SKU-14532,HomeStyle Wooden Vase - Black (V12),Home and lifestyle,66.47,102.76
SKU-14533,Urban Silk Hat - Rose Gold,Fashion accessories,58.28,88.88
SKU-14534,Classic Denim Backpack - Rose Gold,Fashion accessories,14.26,18.1
SKU-14535,Essence Oil-Free Shampoo - Travel Size,Health and beauty,79.89,116.68
SKU-14536,Premium Roasted Olive Oil - 1L,Food and beverages,1.89,2.43
SKU-14537,Modern Glass Candle - Oak,Home and lifestyle,59.03,91.18
SKU-14538,Motion Durable Tent - Neon Green,Sports and travel,60.62,79.02
SKU-14539,Daily Salted Cookies - 500ml,Food and beverages,8.55,10.21
SKU-14540,Trek Waterproof Water Bottle - Red,Sports and travel,15.11,19.06
SKU-14541,Zen Rustic Vase - Grey (V80),Home and lifestyle,13.46,21.32
SKU-14542,Motion Compact Sleeping Bag - Grey,Sports and travel,30.38,39.87
SKU-14543,Clear Anti-Aging Body Wash - Pack of 2,Health and beauty,21.12,31.12
SKU-14544,Eco Heavy Duty Power Bank - White,Electronic accessories,33.13,48.29
SKU-14545,Clear Organic Body Lotion - 200ml,Health and beauty,58.12,75.63
SKU-14546,Cyber Bluetooth Earbuds - Blue (V96),Electronic accessories,97.76,120.41
SKU-14547,Ultra Wireless Keyboard - White,Electronic accessories,106.48,153.61
SKU-14548,Pulse Slim Adapter - Grey,Electronic accessories,28.96,42.73
SKU-14549,Pure Roasted Cereal - 1Kg,Food and beverages,11.35,13.4
SKU-14550,Peak Lightweight Resistance Bands - Neon Green,Sports and travel,42.45,67.85
SKU-14551,Premium Vegan Pasta - 500g,Food and beverages,17.13,20.54
SKU-14552,Giga Portable Headphones - Red,Electronic accessories,99.74,142.95
SKU-14553,Glow Anti-Aging Face Cream - Pack of 2,Health and beauty,38.9,51.06
SKU-14554,Cozy Glass Table Lamp - Oak,Home and lifestyle,38.64,48.66
SKU-14555,EcoLiving Rustic Cushion - Black,Home and lifestyle,65.38,96.53
SKU-14556,Aura Oil-Free Lip Balm - Travel Size,Health and beauty,38.94,48.97
SKU-14557,Elite Leather Tie - Gold,Fashion accessories,35.48,49.42
SKU-14558,Retro Polarized Handbag - Gold,Fashion accessories,16.16,21.84
SKU-14559,Organic Salted Cereal - Pack of 6,Food and beverages,19.1,22.34
SKU-14560,Active Compact Jump Rope - Grey,Sports and travel,21.06,29.24
SKU-14561,Motion Lightweight Resistance Bands - Blue,Sports and travel,51.19,71.25
SKU-14562,Retro Silk Belt - Gold,Fashion accessories,65.25,83.93
SKU-14563,Cyber Slim Earbuds - Red,Electronic accessories,78.42,103.19
SKU-14564,ProFit Lightweight Sleeping Bag - Red (V41),Sports and travel,75.85,101.77
SKU-14565,Smart Heavy Duty Power Bank - Black (V75),Electronic accessories,65.78,84.23
SKU-14566,Vogue Vintage Tie - Black,Fashion accessories,5.86,7.73
SKU-14567,Velocity Lightweight Backpack - Grey,Sports and travel,48.36,76.56
SKU-14568,Vogue Leather Sunglasses - Silver,Fashion accessories,13.8,20.79
SKU-14569,Urban Denim Gloves - Brown,Fashion accessories,55.06,70.43
SKU-14570,Peak Heavy-Duty Backpack - Red (V91),Sports and travel,51.51,80.79
SKU-14571,Zen Rustic Candle - Clear,Home and lifestyle,42.25,64.37
SKU-14572,Chic Polarized Gloves - Brown,Fashion accessories,57.51,87.0
SKU-14573,Elite Vintage Scarf - Navy,Fashion accessories,69.36,92.47
SKU-14574,Aero Breathable Sleeping Bag - Neon Green,Sports and travel,29.66,47.19
SKU-14575,Urban Glass Cushion - Oak,Home and lifestyle,70.31,100.94
SKU-14576,Pulse Mini Speaker - White,Electronic accessories,92.19,127.47
SKU-14577,Velocity Ergonomic Tent - Grey,Sports and travel,43.06,56.03
SKU-14578,Pure Anti-Aging Body Lotion - Pack of 2,Health and beauty,77.99,100.98
SKU-14579,HomeStyle Glass Coffee Mug - Grey (V34),Home and lifestyle,12.52,19.93
SKU-14580,HomeStyle Ceramic Picture Frame - Grey,Home and lifestyle,14.2,18.99
SKU-14581,Glow Soothing Deodorant - 150g,Health and beauty,8.4,12.39
SKU-14582,Urban Polarized Watch - Black,Fashion accessories,14.28,19.84
SKU-14583,Golden Spicy Juice - Pack of 6,Food and beverages,18.08,23.04
SKU-14584,Classic Stainless Steel Picture Frame - Oak,Home and lifestyle,58.79,75.87
SKU-14585,Nova Bluetooth Webcam - Red,Electronic accessories,15.87,21.3
SKU-14586,Elite Silk Gloves - Rose Gold,Fashion accessories,34.0,47.43
SKU-14587,Chic Canvas Backpack - Gold,Fashion accessories,55.35,88.45
SKU-14588,Modern Rustic Candle - Grey,Home and lifestyle,13.01,19.9
SKU-14589,Eco Slim Charger - Black,Electronic accessories,121.37,164.81
SKU-14590,Organic Crunchy Cereal - 1L,Food and beverages,13.44,16.78
SKU-14591,Cozy Stainless Steel Towel Set - Grey,Home and lifestyle,40.81,51.92
SKU-14592,Clear Vitamin C Lip Balm - 50ml,Health and beauty,11.05,14.56
SKU-14593,Retro Vintage Sunglasses - Black (V48),Fashion accessories,6.99,9.24
SKU-14594,Essence Anti-Aging Sunscreen - 50ml,Health and beauty,34.57,49.56
SKU-14595,Luxe Vintage Handbag - Silver (V95),Fashion accessories,29.11,36.66
SKU-14596,LuxeHome Stainless Steel Towel Set - Black,Home and lifestyle,20.4,32.35
SKU-14597,Trendy Cotton Sunglasses - Black,Fashion accessories,34.31,52.05
SKU-14598,Active Breathable Backpack - Red,Sports and travel,25.3,37.57
SKU-14599,Eco Wireless Keyboard - Grey,Electronic accessories,144.44,207.86
SKU-14600,Modern Cotton Table Lamp - Oak,Home and lifestyle,12.5,16.21
SKU-14601,Modern Stainless Steel Towel Set - White,Home and lifestyle,28.95,40.51
SKU-14602,Pulse Fast-Charging Speaker - Blue,Electronic accessories,87.49,121.21
SKU-14603,Daily Crunchy Juice - 1Kg,Food and beverages,12.26,14.56
SKU-14604,Pure Gluten-Free Juice - 500ml,Food and beverages,9.39,11.46
SKU-14605,Elite Canvas Belt - Brown (V62),Fashion accessories,65.16,86.61
SKU-14606,Cyber Bluetooth Keyboard - Grey,Electronic accessories,137.83,187.04
SKU-14607,Modern Cotton Table Lamp - Clear,Home and lifestyle,14.92,19.39
SKU-14608,Smart Mini Webcam - Silver,Electronic accessories,81.27,107.32
SKU-14609,Urban Glass Bed Sheets - White,Home and lifestyle,70.47,88.63
SKU-14610,Summit Breathable Dumbbells - Neon Green (V46),Sports and travel,71.23,93.69
SKU-14611,Pulse Fast-Charging Keyboard - Silver,Electronic accessories,37.96,48.33
SKU-14612,Glow Soothing Body Wash - 50ml (V4),Health and beauty,59.07,88.75
SKU-14613,Aero Durable Gym Bag - Blue,Sports and travel,70.68,108.31
SKU-14614,Smart Mini Charger - Blue (V63),Electronic accessories,21.66,30.77
SKU-14615,Glow Oil-Free Conditioner - 150g,Health and beauty,15.22,23.62
SKU-14616,Glow Anti-Aging Perfume - Pack of 2,Health and beauty,28.0,39.08
SKU-14617,Aura Oil-Free Serum - 100ml,Health and beauty,16.16,23.09
SKU-14618,Cozy Ceramic Vase - Grey (V30),Home and lifestyle,36.02,53.26
SKU-14619,Smart Mini Charger - Silver,Electronic accessories,134.66,197.38
SKU-14620,Active Breathable Dumbbells - Neon Green,Sports and travel,48.45,60.95
SKU-14621,Urban Cotton Sunglasses - Brown,Fashion accessories,45.69,68.61
SKU-14622,Trendy Silk Handbag - Black,Fashion accessories,31.81,44.2
SKU-14623,Classic Rustic Table Lamp - Black,Home and lifestyle,5.05,6.84
SKU-14624,Daily Roasted Coffee Beans - 1L,Food and beverages,6.24,7.26
SKU-14625,Essence Organic Conditioner - Pack of 2,Health and beauty,6.48,10.09
SKU-14626,Zen Stainless Steel Picture Frame - Black,Home and lifestyle,65.67,99.36
SKU-14627,Nature's Spicy Cookies - Pack of 6,Food and beverages,17.26,21.95
SKU-14628,Elite Canvas Gloves - Gold,Fashion accessories,22.93,36.13
SKU-14629,Cyber Mini Mouse - Blue (V29),Electronic accessories,66.23,95.03
SKU-14630,Daily Salted Pasta - 250g,Food and beverages,14.12,18.14
SKU-14631,Zen Stainless Steel Picture Frame - White,Home and lifestyle,38.13,53.71
SKU-14632,LuxeHome Minimalist Picture Frame - White,Home and lifestyle,30.8,45.5
SKU-14633,Urban Polarized Watch - Silver,Fashion accessories,29.99,43.69
SKU-14634,Elite Vintage Watch - Navy (V24),Fashion accessories,35.4,52.09
SKU-14635,Radiant Natural Body Lotion - Pack of 2,Health and beauty,54.52,74.69
SKU-14636,Velocity Compact Water Bottle - Blue (V84),Sports and travel,67.88,94.95
SKU-14637,LuxeHome Glass Table Lamp - Grey (V76),Home and lifestyle,69.83,100.08
SKU-14638,Tasty Vegan Juice - 1Kg,Food and beverages,10.76,13.81
SKU-14639,Radiant Anti-Aging Conditioner - Pack of 2,Health and beauty,54.45,82.02
SKU-14640,Luxe Vintage Hat - Black,Fashion accessories,18.57,27.59
SKU-14641,Classic Glass Candle - Clear,Home and lifestyle,56.71,77.12
SKU-14642,Pulse Fast-Charging Mouse - Blue,Electronic accessories,74.2,100.88
SKU-14643,Pure Vitamin C Deodorant - 100ml (V68),Health and beauty,16.15,23.86
SKU-14644,Peak Lightweight Water Bottle - Black,Sports and travel,62.08,81.42
SKU-14645,Summit Durable Resistance Bands - Black,Sports and travel,75.74,98.39
SKU-14646,Classic Stainless Steel Storage Box - Black (V90),Home and lifestyle,9.93,12.73
SKU-14647,LuxeHome Minimalist Wall Clock - Black,Home and lifestyle,52.2,81.81
SKU-14648,Pure Roasted Green Tea - 1Kg,Food and beverages,16.95,21.2
SKU-14649,Zen Rustic Table Lamp - Grey,Home and lifestyle,31.94,47.03
SKU-14650,TechPro Portable Headphones - Silver,Electronic accessories,102.95,130.05
SKU-14651,Urban Cotton Wallet - Gold,Fashion accessories,69.22,97.65
SKU-14652,Urban Wooden Storage Box - Beige,Home and lifestyle,14.53,21.88
SKU-14653,Vital Oil-Free Deodorant - 150g (V54),Health and beauty,44.86,71.08
SKU-14654,Nova Fast-Charging Charger - Blue (V76),Electronic accessories,40.56,60.71
SKU-14655,Ultra Heavy Duty Earbuds - Blue,Electronic accessories,104.53,140.78
SKU-14656,Radiant Organic Lip Balm - Travel Size,Health and beauty,35.59,48.05
SKU-14657,Modern Stainless Steel Table Lamp - Clear,Home and lifestyle,77.86,122.45
SKU-14658,Pure Vitamin C Body Wash - Travel Size,Health and beauty,60.21,84.92
SKU-14659,Trek Waterproof Dumbbells - Orange,Sports and travel,29.9,38.09
SKU-14660,Classic Wooden Coffee Mug - Clear (V36),Home and lifestyle,15.1,23.15
SKU-14661,ProFit Compact Water Bottle - Orange,Sports and travel,33.94,45.02
SKU-14662,Smart Portable Earbuds - Black,Electronic accessories,108.05,132.42
SKU-14663,Zen Cotton Vase - Clear,Home and lifestyle,63.01,79.81
SKU-14664,Ultra Portable Adapter - Grey,Electronic accessories,30.91,40.84
SKU-14665,Pure Spicy Chocolate - 1L (V66),Food and beverages,16.92,20.89
SKU-14666,Trek Heavy-Duty Resistance Bands - Red,Sports and travel,41.19,58.93
SKU-14667,Clear Hydrating Body Lotion - Pack of 2,Health and beauty,60.67,78.81
SKU-14668,Elite Polarized Hat - Brown,Fashion accessories,68.75,94.62
SKU-14669,Pure Salted Coffee Beans - 1L (V59),Food and beverages,5.85,6.73
SKU-14670,Trek Lightweight Dumbbells - Orange,Sports and travel,37.56,53.98
SKU-14671,ProFit Breathable Tent - Black,Sports and travel,65.02,100.58
SKU-14672,HomeStyle Stainless Steel Wall Clock - Clear,Home and lifestyle,56.95,76.57
SKU-14673,Urban Cotton Picture Frame - Oak (V90),Home and lifestyle,56.23,71.2
SKU-14674,Glow Oil-Free Perfume - 150g (V89),Health and beauty,23.46,35.88
SKU-14675,Trendy Silk Wallet - Navy,Fashion accessories,7.41,11.38
SKU-14676,Urban Minimalist Candle - White,Home and lifestyle,71.84,102.41
SKU-14677,Nature's Vegan Almonds - 500ml,Food and beverages,14.51,18.22
SKU-14678,HomeStyle Stainless Steel Wall Clock - Black,Home and lifestyle,27.65,37.32
SKU-14679,Aura Soothing Deodorant - 50ml,Health and beauty,48.47,70.81
